0.670357616,0.742038184,0.575170726,0.818033395
0.914348264,0.4049287,0.409720667,0.912211037
-0.98882828,0.149059161,-0.918258437,0.395981619
0.649150364,0.760660112,-0.072496487,-0.997368668
0.610298785,0.792171315,-0.804941262,-0.593354502
-0.390146678,0.920752719,-0.538359002,-0.842715602
0.63396841,0.773358943,-0.826322175,0.563197713
-0.038930815,0.999241908,0.347824377,-0.937559706
-0.992786198,-0.119898144,-0.714568117,0.699565869
0.599771219,-0.800171535,0.964363706,0.264580125
-0.980942364,0.19429894,-0.806051796,0.591844999
0.537319042,-0.843379065,-0.712484552,0.701687796
0.287891277,-0.9576631,0.202285493,-0.979326595
0.996076344,0.088498116,0.333099871,0.942891551
0.822089967,-0.569357609,-0.194375126,0.980927271
0.728082644,-0.685489361,0.750744178,-0.660593051
-0.713330722,-0.700827569,0.91195189,-0.410297149
-0.932500765,0.361167999,0.356234963,0.93439641
-0.405220969,0.914218774,-0.841819933,-0.539758465
0.637907276,0.770113178,-0.963266497,0.268547307
0.65953641,0.751672617,-0.963941357,0.26611475
0.686288781,-0.727329161,0.998367312,-0.057120147
0.553779648,0.832663258,0.392973367,-0.919549853
-0.577083385,0.816685231,0.31580847,-0.948822961
-0.516628192,-0.856209852,-0.989884048,-0.141878721
-0.102459914,0.994737134,0.342540202,0.939503172
0.35455323,0.935035832,-0.24780068,-0.968811036
0.324616715,-0.945845647,0.887587538,-0.460639081
-0.290198381,0.956966509,-0.829299702,-0.558804084
0.642682808,-0.76613237,-0.983405807,-0.181419457
-0.362112075,-0.932134564,0.277560493,-0.960708162
0.951528928,0.307559262,0.01224654,0.999925008
0.998317653,-0.057981583,0.025145408,0.999683804
0.983140502,0.182851722,0.998949842,-0.045817174
0.995294804,0.096892997,0.586064947,-0.810264079
0.369688793,-0.929155636,0.545671117,-0.837999423
0.949033469,-0.315175307,0.947686535,-0.319202493
0.962985028,-0.269554885,-0.441850287,-0.897088805
-0.312297616,-0.949984315,-0.430216488,0.902725747
-0.815839109,-0.578278953,0.339596217,0.940571321
-0.997011134,0.077257997,0.95578875,0.294054187
0.998296561,-0.058343603,0.5997759,-0.800168026
-0.137985692,-0.990434222,0.939273788,-0.343168692
-0.484009514,0.875062735,-0.303436843,-0.952851553
0.861788472,0.507267809,-0.107183751,0.994239229
0.998344781,-0.057512596,0.996776501,0.080228469
0.428074976,0.903743224,0.055025831,0.998484931
0.99999895,0.001449029,-0.627395728,0.778700585
