0.55906888,0.487942314,0.670338933,-0.190795741,0.862507826,-0.468697382,-0.806869861,0.134136307,0.575298599
0.860898606,0.299267556,-0.411451722,0.486192466,-0.2456404,0.838616527,0.149901553,-0.922008527,-0.356973109
0.047400188,0.944866986,-0.324005556,-0.731440002,-0.18807049,-0.655457866,-0.680256383,0.26805945,0.682198934
-0.040129287,-0.571854135,-0.819373229,0.381424045,-0.766702351,0.51641379,0.923528743,0.291805334,-0.248886136
-0.166537513,-0.431442711,-0.886635463,-0.482863505,-0.748312729,0.454830622,-0.859713959,0.503870268,-0.083705799
-0.04757318,0.190867152,-0.980462403,0.118360066,-0.973581177,-0.195270548,-0.991830473,-0.125337236,0.023725304
-0.098338724,0.726208095,-0.680405245,0.556319231,-0.526787432,-0.642653806,-0.825129328,-0.441720278,-0.352199926
0.762687044,0.616529004,0.195449381,-0.111350402,-0.172513308,0.978693132,-0.637110321,0.768199939,0.062922913
0.617778359,-0.239317533,-0.749050745,0.050007986,-0.938678934,0.341146684,0.784760537,0.248211558,0.567927743
-0.516128623,0.846484157,-0.130674468,0.223136094,0.280184188,0.933652561,0.82693502,0.45272662,-0.333492248
-0.314729492,-0.895203392,0.31552533,-0.656236348,-0.034951673,-0.753745471,0.685783641,-0.44428512,-0.576464683
0.704906477,-0.37298315,0.603316193,-0.677562232,-0.102497878,0.728288134,-0.209800573,-0.922159289,-0.324970714
0.994131752,0.07300935,0.079822895,0.017628744,0.618693226,-0.78543486,-0.106729973,0.782232911,0.613775518
-0.316724793,-0.741380419,-0.591642189,0.377520146,0.473689572,-0.795673758,0.870151679,-0.475366452,0.129856813
0.666154538,-0.319916088,0.673714946,0.00874561,-0.899915843,-0.435975905,0.745762459,0.296319375,-0.596685161
0.666084152,0.674045256,0.319366397,-0.481013947,0.060946166,0.874591989,0.570050424,-0.736171555,0.364820444
0.766548495,0.482484092,-0.423807155,0.599609598,-0.301439033,0.741352035,0.229938545,-0.822401125,-0.52036973
-0.995333681,0.091745719,0.029892918,0.046275253,0.182005834,0.98220796,-0.08467269,-0.979007967,0.185402093
-0.615251394,0.315439951,0.722470317,0.760348413,-0.0045607,0.649499415,-0.208173035,-0.94893458,0.237038289
-0.791391327,0.291778555,-0.537182503,-0.424224152,-0.894835704,0.138934992,-0.440151832,0.33783774,0.831944725
0.483924464,-0.092842301,-0.870170915,0.845107099,0.307717901,0.437154075,-0.227180777,0.946937168,-0.227373908
-0.64878923,-0.582016424,0.490234043,0.125599244,-0.717290216,-0.685360909,0.750531388,-0.383081752,0.53847099
0.463102611,-0.084344904,-0.882282216,-0.379227244,-0.918592951,-0.111237075,-0.801075944,0.386099633,-0.45738868
0.853346105,0.378557253,0.358461757,0.458765684,-0.218630702,-0.861240189,0.247657975,-0.899385914,0.360236735
0.814201135,0.532369936,-0.231643611,-0.570734981,0.66074938,-0.487515988,0.106480483,-0.529143182,-0.841825041
0.310496054,0.395263183,-0.864499402,-0.374469324,0.886768853,0.270949675,0.873707575,0.239599701,0.423352166
